taxon	guid	mbNumber	taxonomicLevel	trophicMode	guild	confidenceRanking	growthForm	trait	notes	citationSource
Stemphylium globuliferum	0C3273F0-57E3-4170-9E18-C60AA2667023	339654	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Stemphylium herbarum	1CB1B928-36B9-11D5-9548-00D0592D548C	130297	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Stemphylium ilicis	B776CD04-0E7B-46E1-BC9E-90615C6FEED7	121799	20	Saprotroph	Wood Saprotroph	Highly Probable	Microfungus	Soft Rot	NULL	Seehann G, et al. 1975. List of Fungi in Soft-Rot Tissue Tests. Institute fur Holzbiologie und Holzschutz, Bundesforschungsanstalt fur Forst - und Holzwirtshaft, Hamburg - Lohbrugge, Germany
Stemphylium lycopersici	1CB1A5CA-36B9-11D5-9548-00D0592D548C	339656	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Stemphylium radicinum	58F01190-812B-40A0-AAC7-EFAD0474E1F1	254300	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Stemphylium sarciniforme	1CB1A5CB-36B9-11D5-9548-00D0592D548C	121365	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Stemphylium solani	AC72C794-C920-46A1-BE25-9CA628D9E330	278352	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Stemphylium vesicarium	1CB1A5CC-36B9-11D5-9548-00D0592D548C	339660	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Stenella	1CB1CBB2-36B9-11D5-9548-00D0592D548C	10082	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stenella citrigrisea	E03BE5ED-EC79-4617-B0D0-15750F69522B	622148	20	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Stenhammarella	E31A1423-76F2-48C0-BA4D-FC0873B15CC0	5205	13	Symbiotroph	Lichenized	Probable	Thallus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stenocarpella	1CB1CBB4-36B9-11D5-9548-00D0592D548C	10085	13	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Stenocarpella macrospora	8C88C9B9-ABCA-40BE-B50D-E8F86C21576B	324076	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Stenocarpella maydis	1CB1AC7A-36B9-11D5-9548-00D0592D548C	116258	20	Pathotroph	Plant Pathogen	Probable	Microfungus	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Stenocybe	115D336B-0360-4F9A-A38E-49E229EC2DB0	5206	13	Symbiotroph	Lichenized	Highly Probable	Thallus	NULL	NULL	Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))
Stephanocyclos	B1D990D2-E407-4531-9FA9-FA39A0094764	25850	13	Symbiotroph	Lichenized	Highly Probable	Thallus	NULL	NULL	Outline of Ascomycota ((http://www.fieldmuseum.org/myconet))
Stephanoma	1CB1CBB5-36B9-11D5-9548-00D0592D548C	10087	13	Pathotroph	Fungal Parasite	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stephanonectria	1CB1CEEC-36B9-11D5-9548-00D0592D548C	28373	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stephanophallus	4432FC85-FA50-421A-AC1A-8557184AEECD	19329	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stephanopus	196B7EFA-9E64-4776-9706-A9D8CEE1BBC9	18586	13	Symbiotroph	Ectomycorrhizal	Highly Probable	NULL	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html))
Stephanospora	1CB1A5D5-36B9-11D5-9548-00D0592D548C	19330	13	Symbiotroph	Ectomycorrhizal	Possible	NULL	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (as not ECM); http://mycorrhizas.info/ecmf.html ((http://mycorrhizas.info/ecmf.html)) (as ECM)
Stephanosporaceae	1CB1CDDB-36B9-11D5-9548-00D0592D548C	81422	9	Saprotroph	Plant Saprotroph-Wood Saprotroph	Probable	Corticioid-Gasteroid	NULL	On the ground, associated with rotten wood or plant debris (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
Stephanotheca	3F0025AE-7E7A-40E0-8D11-F814CE7B75E0	5213	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stephensia	1CB1CBB6-36B9-11D5-9548-00D0592D548C	5214	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Rinaldi AC, et al. 2008. Fungal Diversity 33:1-45 ((http://www.fungaldiversity.org/fdp/sfdp/33-1.pdf)) (as ECM); Tedersoo L, et al. 2010. Mycorrhiza 20:217-263 ((https://doi.org/10.1007/s00572-009-0274-x)) (as not ECM)
Stereaceae	1CB1CDDC-36B9-11D5-9548-00D0592D548C	81424	9	Saprotroph	Undefined Saprotroph-Wood Saprotroph	Probable	Corticioid-Polyporoid	NULL	Lignicolous or terrestrial (in leaf litter); typically saprobic (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
Stereocaulon	44F928FF-FE0A-45E1-91D4-9A0ABBC904FA	5218	13	Symbiotroph	Lichenized	Highly Probable	Thallus	NULL	NULL	Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))
Stereofomes	3BA364E8-5893-417F-B31A-05DA9654E220	18591	13	Saprotroph	Undefined Saprotroph	Probable	NULL	White Rot	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stereopsis	1CB1A5D7-36B9-11D5-9548-00D0592D548C	18595	13	Saprotroph	Undefined Saprotroph	Probable	Corticioid	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stereostratum	D8D36272-4FC7-44ED-B690-730004A724F8	16332	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stereum	1CB1A5D9-36B9-11D5-9548-00D0592D548C	18596	13	Saprotroph	Undefined Saprotroph	Probable	NULL	White Rot	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stereum hirsutum	1CB1A5E5-36B9-11D5-9548-00D0592D548C	189826	20	Saprotroph	Wood Saprotroph	Probable	NULL	NULL	NULL	James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))
Sterigmatobotrys	1CB1CBB7-36B9-11D5-9548-00D0592D548C	10090	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Sterigmatocystis	1CB1CBB8-36B9-11D5-9548-00D0592D548C	10091	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Sterila	3F9EB6D5-01F9-4561-A61E-F4F6DC14CD88	831516	13	Saprotroph	Litter Saprotroph	Probable	NULL	NULL	NULL	Põlme S, et al. 2020. Fungal Diversity 105:1-16 ((https://doi.org/10.1007/s13225-020-00466-2))
Stichomyces	BEEDCA83-BB61-43EC-873A-0F57B22C3402	5233	13	Pathotroph	Animal Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stichoramaria	561D22EF-5F7C-4019-8042-87B2E4458AFB	18598	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Sticta	1CB1D08D-36B9-11D5-9548-00D0592D548C	5234	13	Symbiotroph	Lichenized	Highly Probable	Thallus	NULL	NULL	Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))
Stictidaceae	1CB1A605-36B9-11D5-9548-00D0592D548C	81429	9	Symbiotroph	Lichenized-Wood Saprotroph	Probable	Microfungus-Thallus	NULL	Saprobic on wood and stems, a few species lichenized or lignicolous (Cannon & Kirk 2007)	Cannon PF, Kirk PM. 2007. Fungal Families of the World. CAB International, Cambridge (ISBN: 978-0851998275)
Stictina	A79362B8-1D33-4D6C-8DBC-E25342699114	5235	13	Symbiotroph	Lichenized	Highly Probable	Thallus	NULL	NULL	Nylander, W. 1860. Synopsis Methodica Lichenum Omnium hucusque Cognitorum, Praemissa Introductione Lingua Gallica. 1:141-430 ((https://bibdigital.rjb.csic.es/records/item/12889-synopsis-methodica-lichenum-tomus-primus?offset=6))
Stictis	1CB1A606-36B9-11D5-9548-00D0592D548C	5236	13	Symbiotroph	Lichenized	Highly Probable	Thallus	NULL	NULL	Esslinger TL. 2014. North Dakota State University ((http://www.ndsu.edu/pubweb/~esslinge/chcklst/chcklst7.htm))
Stictis cladoniae	F973D289-0264-428E-9CE9-B6C0F2E67068	225329	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Cladonia	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stictis radiata	1CB1A61F-36B9-11D5-9548-00D0592D548C	248730	20	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	James TY, et al. 2006. Nature 443:818-822 ((https://doi.org/10.1038/nature05110))
Stictographa lentiginosa	CD1F5992-9A50-4EB5-99E8-02647F40872B	406525	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Phaeographis dendritica	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stictophacidium	04F1A53D-4ABA-499A-82EF-29D094EB6166	5240	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stictospora	7664FF57-71F4-48BB-928F-C874A4BC034B	10101	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stigmatochroma	574BC10F-FF76-4FD4-8998-9C4B70B22337	28415	13	Symbiotroph	Lichenized	Probable	Thallus	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stigmatodothis	638A07E4-4BA8-4E57-AA81-C28F2C297D99	5250	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stigmatomyces	1CB1CBBE-36B9-11D5-9548-00D0592D548C	5253	13	Pathotroph	Animal Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stigmatophragmia	AEF39F9A-D6CB-488B-9B39-5B99ABDC06D3	5255	13	Saprotroph	Undefined Saprotroph	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stigmatula	E55DAAE4-71AE-4261-A555-1A18AC0379C1	5258	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	Tedersoo L, et al. 2014. Science 346:e1256688 ((https://doi.org/10.1126/science.1256688))
Stigmella	1CB1A62E-36B9-11D5-9548-00D0592D548C	10104	13	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Stigmella platani	743BB8F0-75E0-4723-8E85-889EE8B21E1F	225399	20	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Stigmella platani-racemosae	DD728CE0-D185-4218-879D-8E3E202EA02F	225146	20	Pathotroph	Plant Pathogen	Probable	NULL	NULL	NULL	The American Phytopathological Society Common Names of Plant Diseases ((http://www.apsnet.org/publications/commonnames/Pages/default.aspx))
Stigmidium	1CB1CBBF-36B9-11D5-9548-00D0592D548C	5261	13	Pathotroph	Lichen Parasite	Probable	Microfungus	NULL	NULL	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium acetabuli	689FAE47-EF23-4434-A305-0B41502D1DA7	476554	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Pleurosticta acetabulum	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium aggregatum	ABBB9F8F-C95A-4DB7-82E2-FA485B27E328	324134	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Aspicilia	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium alectoriae	EF12069E-6758-42B0-8594-B3DF33876D7D	536960	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Usnea	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium allogenum	24211F45-D3BF-4CF9-8C45-9EBB9A66AC8C	324135	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Rhizocarpon	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium arthoniae	0B894BCF-5196-4BEA-A4F6-C3D45600435A	363169	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Arthonia	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium arthrorhaphidis	0C3927A4-2132-4A5F-B862-458FFF06D96C	414205	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Arthrorhaphis citrinella	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium aspiciliae	5039F384-5E78-4696-85A3-E0E670F180C1	808748	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Aspicilia gr. calcarea	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium bellemerei	A55E5A7F-A717-431E-83E6-86551E7D3ED2	445471	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Lecania	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium beringicum	4218C9FF-6CBB-4FCC-9D6E-2A66EA9B9E99	511539	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Stereocaulon	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium buelliae	D31CCA7A-F369-4364-947B-9ADF77192AE8	564571	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Buellia disciformis	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium californicum	378169CD-11B9-4FB2-B3C7-65AB0706635C	514066	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Caloplaca stanfordensis	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium calopadiae	8823BF48-560B-462A-B7C8-C7B263A6ADAB	415526	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on foliicolous Calopadia	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium cartilagineae	00EB7A2C-05D8-4D9E-80F4-C4CD27F6BC37	489081	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Squamarina	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium cerinae	E4F7610B-A2B3-4D42-A39D-2888A900DEC8	363502	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Caloplaca stillicidiorum	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium cladoniicola	18E4C076-9D92-460D-9741-2EB28BBF6319	534042	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Cladonia	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium clauzadei	66C42DE0-192A-41DA-944F-7FF54503E325	414206	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Verrucaria nigrescens and V. viridula	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium collematis	F591A6F8-7CDD-4DA6-8A40-37BC0A481AC6	363500	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Collema	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium congestum	1CB1B941-36B9-11D5-9548-00D0592D548C	358868	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on apothecia of Lecanora gr. chlarotera	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium conspurcans	7B1D720F-E61A-4E43-8A1F-659A05298154	125977	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Psora rubiformis	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium croceae	B03BE034-0162-4B90-BF9E-FC7960756389	363562	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Solorina	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium cupulare	27085D28-5B7A-44C9-97B4-B4CBAACE438A	487984	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Sticta	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium degelii	508227BB-D91C-4D72-9060-D8E9C89BD9D4	359233	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Degelia	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium disconephromeum	AB1353BC-62C0-4BA5-A43B-89A5C2749744	536961	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Nephroma antarcticum	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium ephebes	8094DDC4-D8B8-42FF-A6E2-9F74AE770905	324137	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Ephebe	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium epiphyllum	FA38DCD5-E522-4C66-BB09-7137E49A5F8C	415527	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on foliicolous Actinoplaca and Echinoplaca	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium epiramalina	8399A1C4-1B70-4991-AFAE-34040798E19D	363117	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Ramalina	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium epistigmellum	8ED33C26-C1DF-42F7-9F4F-2ADD8C304984	518087	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on marine Caloplaca	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium epixanthum	98074E71-C83B-4B73-955A-A25BCC60676F	373453	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Acarospora	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium eucline	FAF5126B-9F84-4623-8417-4113458414C6	324139	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Pertusaria	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium exasperatum	B67221AC-C76A-4C0B-94ED-E0A8DE3395F0	581677	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Melanohalea exasperata	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium frigidum	E75F96E7-2A88-4C8F-A55B-A3A4A5FBC31A	125581	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Thamnolia	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium fuscatae	DF1CBEA6-6379-4688-93BC-E4B9F5BE32B2	134575	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Acarospora fuscata	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium glebarum	EDB680A3-CC63-4DAB-9898-5C3EB6F8350D	130830	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Toninia	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium grex	637EFB3D-D80B-42CD-BC8F-81E20E65B143	436867	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Ochrolechia cf. frigida	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium gyrophorarum	0D1FF777-5A66-44AD-8663-AD71589CDC17	324140	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Umbilicaria	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium hafellneri	841B4555-FC8A-4FD6-BD9B-45E71949C81A	513015	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Flavocetraria cucullata	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium hageniae	B4DF79D3-1CEC-4148-A1E6-A674405B0893	134576	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Anaptychia ciliaris	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium hesperium	75AE17F0-0E31-4348-B1DD-3AB21973D4FC	513340	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Caloplaca coralloides	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium heterodermiae	651E4FDD-77BE-4CBD-B817-E08D5221E41E	373311	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Heterodermia	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium humidum	FB6CF4D3-A4FA-4D84-9129-E32C68D531BE	513453	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Thelenella muscorum	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium hygrophilum	C3DCD20B-9585-4817-A922-C326F098E272	361006	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Rhizocarpon and Porpidia	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
Stigmidium joergensenii	7EE3EBAF-24D5-4717-B9D8-E348E55F1A6E	136182	20	Pathotroph	Lichen Parasite	Highly Probable	Microfungus	NULL	Lichen parasite on Marchandiomphalina foliacea	Lawrey JD, Diederich P. 2016. http://www.lichenicolous.net (accessed 24 May 2017) ((http://www.lichenicolous.net))
